id_solicitud,edad,antiguedad_negocio_anios,ingreso_mensual,monto_solicitado,deuda_actual,tiene_historial_crediticio,canal,region,es_mujer_emprendedora,incumplio
SOL-001178,44,0.7,1643.0,5845.0,1425.0,1,presencial,trujillo,1,1
SOL-001179,59,4.3,12707.0,39270.0,4976.0,0,presencial,trujillo,1,0
SOL-001180,24,4.4,1489.0,5832.0,3279.0,1,presencial,lima,0,0
SOL-001181,54,11.6,2992.0,11544.0,3547.0,0,digital,lima,1,0
SOL-001182,67,3.0,2733.0,10037.0,2430.0,1,presencial,lima,0,0
SOL-001183,48,11.6,6465.0,17008.0,10321.0,1,presencial,arequipa,1,0
SOL-001184,52,3.9,5943.0,17084.0,11954.0,1,presencial,lima,1,0
SOL-001185,43,6.1,2301.0,9756.0,3589.0,1,presencial,lima,0,0
SOL-001186,30,5.3,1777.0,4889.0,2683.0,0,digital,lima,1,0
SOL-001187,36,7.5,1709.0,5500.0,5292.0,0,presencial,lima,1,0
SOL-001188,31,2.0,2965.0,10434.0,3757.0,1,digital,lima,1,0
SOL-001189,49,4.6,5539.0,9742.0,1702.0,1,presencial,lima,1,0
SOL-001190,48,5.7,3042.0,11515.0,3014.0,1,presencial,arequipa,0,0
SOL-001191,65,3.6,3370.0,4874.0,1782.0,0,presencial,lima,1,0
SOL-001192,44,11.0,10322.0,45875.0,30242.0,1,presencial,lima,0,0
SOL-001193,19,17.5,4360.0,13786.0,2540.0,0,digital,arequipa,1,1
SOL-001194,50,5.2,5400.0,10373.0,3266.0,1,digital,lima,1,0
SOL-001195,19,5.2,835.0,3199.0,603.0,0,digital,arequipa,1,1
SOL-001196,37,10.5,5087.0,20440.0,5585.0,1,presencial,trujillo,1,0
SOL-001197,46,9.2,4362.0,8876.0,1819.0,1,presencial,lima,0,0
SOL-001198,48,5.6,1996.0,3050.0,834.0,0,presencial,trujillo,0,1
SOL-001199,27,14.5,2224.0,6730.0,670.0,0,presencial,arequipa,1,0
SOL-001200,24,2.1,2392.0,8099.0,6430.0,1,digital,arequipa,1,1
SOL-001201,27,8.6,1905.0,3661.0,2734.0,1,presencial,lima,0,0
SOL-001202,50,4.6,2527.0,7937.0,1688.0,1,presencial,lima,1,0
SOL-001203,45,5.7,2108.0,6391.0,1028.0,0,digital,lima,1,0
SOL-001204,19,2.7,3610.0,14719.0,1021.0,0,digital,trujillo,1,0
SOL-001205,54,14.3,2650.0,10412.0,1512.0,0,presencial,arequipa,1,0
SOL-001206,53,10.8,3033.0,5487.0,2049.0,1,presencial,lima,1,0
SOL-001207,36,7.1,6520.0,23418.0,14608.0,1,presencial,lima,1,0
SOL-001208,21,9.2,1529.0,4524.0,403.0,0,presencial,lima,0,0
SOL-001209,31,3.0,4308.0,12258.0,4549.0,1,presencial,lima,1,0
SOL-001210,36,1.8,4687.0,8920.0,6490.0,1,presencial,arequipa,0,0
SOL-001211,49,2.0,3328.0,12372.0,1220.0,1,digital,lima,0,0
SOL-001212,31,12.4,2064.0,8446.0,170.0,1,digital,arequipa,1,1
SOL-001213,32,4.3,2200.0,4482.0,2243.0,1,presencial,arequipa,1,0
SOL-001214,45,9.6,8435.0,12578.0,2341.0,1,presencial,arequipa,1,0
SOL-001215,29,4.9,2452.0,8063.0,2854.0,1,presencial,trujillo,0,0
SOL-001216,49,5.1,2141.0,9510.0,2215.0,0,presencial,lima,1,0
SOL-001217,32,4.3,3868.0,13555.0,7174.0,1,presencial,arequipa,0,0
SOL-001218,34,4.1,2606.0,5690.0,5182.0,1,presencial,arequipa,0,0
SOL-001219,36,7.6,4627.0,18996.0,502.0,1,digital,lima,1,0
SOL-001220,62,4.1,3335.0,10232.0,4637.0,1,presencial,lima,1,0
SOL-001221,67,4.1,7072.0,21076.0,8149.0,1,presencial,lima,1,0
SOL-001222,32,5.6,4834.0,7626.0,5395.0,1,presencial,lima,0,0
SOL-001223,25,3.0,2190.0,3478.0,4435.0,0,digital,lima,1,0
SOL-001224,49,3.2,6831.0,21831.0,2034.0,0,presencial,lima,1,0
SOL-001225,56,8.6,2729.0,10645.0,5449.0,1,presencial,arequipa,0,0
SOL-001226,19,4.9,2268.0,8471.0,3138.0,0,digital,lima,1,0
SOL-001227,44,4.0,5040.0,21755.0,413.0,1,presencial,lima,0,0
SOL-001228,38,3.2,4306.0,12740.0,1987.0,1,presencial,lima,1,0
SOL-001229,19,9.0,1887.0,6273.0,1620.0,0,digital,lima,1,1
SOL-001230,28,2.3,1722.0,5759.0,175.0,1,presencial,trujillo,0,0
SOL-001231,37,7.9,3791.0,9776.0,5126.0,0,presencial,lima,1,0
SOL-001232,44,1.2,2623.0,3695.0,5282.0,1,presencial,lima,1,0
SOL-001233,54,6.0,3887.0,15550.0,6655.0,1,presencial,lima,0,0
SOL-001234,36,4.5,2153.0,3462.0,3356.0,0,digital,lima,1,1
SOL-001235,53,2.0,2636.0,11529.0,1360.0,0,presencial,arequipa,0,0
SOL-001236,43,2.1,3329.0,13369.0,4477.0,1,presencial,arequipa,1,0
SOL-001237,35,6.2,3684.0,6343.0,11041.0,0,presencial,lima,1,0
SOL-001238,41,2.1,5494.0,9770.0,1056.0,1,presencial,arequipa,0,0
SOL-001239,51,12.0,4770.0,17578.0,744.0,1,presencial,lima,1,0
SOL-001240,54,4.0,11374.0,35093.0,3276.0,1,presencial,trujillo,1,0
SOL-001241,30,11.6,2884.0,9839.0,2313.0,1,digital,arequipa,1,0
SOL-001242,33,11.5,2697.0,6200.0,709.0,1,presencial,lima,1,0
SOL-001243,47,5.2,3511.0,14534.0,5641.0,1,presencial,arequipa,0,0
SOL-001244,48,6.4,5144.0,15860.0,4541.0,0,presencial,trujillo,1,0
SOL-001245,57,10.2,6450.0,20337.0,5511.0,1,presencial,lima,1,0
SOL-001246,36,2.6,7689.0,34376.0,892.0,1,presencial,trujillo,0,0
SOL-001247,36,4.3,2256.0,8554.0,2546.0,1,presencial,trujillo,0,0
SOL-001248,51,13.0,7450.0,26338.0,8823.0,1,presencial,lima,1,0
SOL-001249,28,7.9,2616.0,10691.0,6808.0,0,digital,arequipa,0,0
SOL-001250,27,3.2,1655.0,7401.0,7213.0,0,digital,arequipa,1,1
SOL-001251,57,6.4,3443.0,13493.0,607.0,1,presencial,lima,0,0
SOL-001252,28,3.5,7184.0,28016.0,3503.0,1,presencial,lima,1,1
SOL-001253,66,4.5,4855.0,9677.0,230.0,0,presencial,trujillo,1,1
SOL-001254,36,7.8,2038.0,8371.0,501.0,1,presencial,arequipa,1,0
SOL-001255,53,4.5,2046.0,8454.0,5641.0,1,presencial,lima,0,0
SOL-001256,31,7.0,1412.0,4590.0,2384.0,1,digital,lima,1,0
SOL-001257,35,0.5,1832.0,6260.0,1202.0,1,digital,lima,1,0
SOL-001258,29,6.2,2789.0,9298.0,2180.0,1,digital,trujillo,0,0
SOL-001259,52,2.8,2131.0,6583.0,365.0,1,presencial,arequipa,1,0
SOL-001260,28,3.5,2144.0,4220.0,445.0,0,digital,lima,0,0
SOL-001261,37,3.4,7935.0,27287.0,6560.0,1,presencial,trujillo,1,0
SOL-001262,63,7.8,8877.0,22869.0,3870.0,0,presencial,trujillo,1,1
SOL-001263,43,2.2,8572.0,26257.0,13871.0,1,presencial,lima,1,0
SOL-001264,25,7.1,1054.0,4420.0,2012.0,0,digital,lima,1,1
SOL-001265,27,5.6,9139.0,15888.0,4420.0,1,presencial,arequipa,1,0
SOL-001266,53,3.2,2810.0,12257.0,3333.0,0,digital,lima,1,1
SOL-001267,37,3.7,3986.0,12601.0,3120.0,1,presencial,lima,0,0
SOL-001268,55,2.6,4575.0,19876.0,3456.0,0,digital,arequipa,1,0
SOL-001269,47,11.4,5518.0,11157.0,14737.0,0,presencial,trujillo,1,0
SOL-001270,45,3.7,1449.0,2272.0,191.0,1,presencial,lima,0,0
SOL-001271,34,9.8,1949.0,6481.0,5073.0,0,digital,trujillo,1,0
SOL-001272,67,13.6,3164.0,9597.0,5528.0,1,presencial,trujillo,0,0
SOL-001273,19,4.7,1917.0,7051.0,2165.0,1,presencial,lima,0,0
SOL-001274,45,1.8,6429.0,20987.0,10165.0,1,presencial,lima,1,0
SOL-001275,40,9.8,8089.0,24221.0,5908.0,1,presencial,arequipa,0,0
SOL-001276,41,9.7,3807.0,15981.0,1751.0,1,presencial,arequipa,0,1
SOL-001277,45,11.5,4471.0,10742.0,1307.0,1,presencial,lima,1,0
SOL-001278,40,5.3,3805.0,8530.0,6819.0,1,presencial,arequipa,0,0
SOL-001279,34,5.2,2821.0,10980.0,2901.0,1,digital,arequipa,1,0
SOL-001280,43,4.2,6844.0,17042.0,23066.0,1,presencial,arequipa,1,1
SOL-001281,29,4.0,1528.0,4806.0,2527.0,1,presencial,arequipa,1,0
SOL-001282,47,6.6,4928.0,16280.0,5564.0,1,presencial,lima,1,0
SOL-001283,51,10.3,3851.0,8907.0,1678.0,1,presencial,lima,0,0
SOL-001284,37,9.0,2641.0,6610.0,1391.0,0,presencial,lima,1,0
SOL-001285,53,4.1,2062.0,3147.0,809.0,0,digital,trujillo,0,0
SOL-001286,47,9.2,6948.0,15748.0,8951.0,1,digital,trujillo,1,0
SOL-001287,52,2.3,1919.0,4626.0,1357.0,1,presencial,arequipa,0,0
SOL-001288,52,20.3,3506.0,5091.0,1595.0,0,presencial,lima,0,0
SOL-001289,43,2.5,8931.0,35294.0,32113.0,1,presencial,arequipa,1,0
SOL-001290,56,5.4,1977.0,8194.0,4353.0,1,presencial,lima,0,1
SOL-001291,60,6.5,3019.0,5886.0,2573.0,1,presencial,lima,0,0
SOL-001292,52,6.7,3913.0,12822.0,3640.0,0,presencial,lima,1,0
SOL-001293,37,10.2,4744.0,13141.0,8188.0,0,presencial,trujillo,0,0
SOL-001294,43,3.1,3671.0,6594.0,2681.0,0,presencial,lima,1,0
SOL-001295,49,6.9,2403.0,3550.0,430.0,0,presencial,arequipa,1,0
SOL-001296,52,8.5,4830.0,16697.0,1982.0,0,presencial,trujillo,1,0
SOL-001297,42,11.0,3633.0,5984.0,3435.0,1,presencial,arequipa,1,0
SOL-001298,37,4.7,5305.0,22080.0,4959.0,1,presencial,lima,1,0
SOL-001299,49,4.5,4331.0,16665.0,389.0,1,digital,trujillo,1,0
SOL-001300,31,5.6,1767.0,6441.0,3020.0,1,presencial,arequipa,0,0
SOL-001301,33,8.3,6550.0,26282.0,658.0,1,presencial,lima,0,1
SOL-001302,28,8.3,3353.0,5802.0,851.0,1,presencial,arequipa,0,0
SOL-001303,22,3.0,4115.0,13758.0,7563.0,1,digital,trujillo,0,0
SOL-001304,57,5.6,4948.0,10093.0,3365.0,0,presencial,lima,0,0
SOL-001305,46,4.2,7027.0,21160.0,16685.0,1,digital,lima,1,1
SOL-001306,31,1.2,2688.0,6751.0,5497.0,1,digital,lima,1,1
SOL-001307,48,7.2,3103.0,5522.0,543.0,1,presencial,lima,0,0
SOL-001308,32,5.4,2052.0,7545.0,1162.0,0,digital,arequipa,1,0
SOL-001309,30,2.8,2232.0,5214.0,984.0,1,presencial,lima,1,0
SOL-001310,56,5.9,4079.0,7265.0,2028.0,0,digital,lima,1,0
SOL-001311,58,21.9,2159.0,8908.0,908.0,1,presencial,lima,0,0
SOL-001312,36,1.8,4060.0,7379.0,970.0,1,digital,lima,0,0
SOL-001313,34,2.8,3408.0,6941.0,7470.0,1,presencial,lima,1,0
SOL-001314,41,8.5,1530.0,2254.0,414.0,1,presencial,arequipa,0,0
SOL-001315,35,4.6,8299.0,24960.0,5410.0,0,presencial,lima,1,0
SOL-001316,33,8.6,463.0,1833.0,114.0,1,digital,lima,1,0
SOL-001317,46,5.4,3668.0,14814.0,3603.0,1,presencial,trujillo,1,0
SOL-001318,39,3.9,4323.0,16020.0,2707.0,0,presencial,trujillo,1,1
SOL-001319,19,3.7,808.0,2312.0,377.0,1,digital,lima,0,1
SOL-001320,55,6.7,3370.0,14010.0,7339.0,1,digital,lima,1,0
SOL-001321,46,8.1,2702.0,10208.0,1957.0,1,presencial,lima,1,0
SOL-001322,48,2.1,3364.0,13983.0,2677.0,1,presencial,lima,1,1
SOL-001323,38,8.3,7695.0,16485.0,684.0,1,presencial,lima,0,0
SOL-001324,19,4.3,2886.0,9420.0,2690.0,0,digital,trujillo,0,0
SOL-001325,42,6.2,3190.0,4679.0,5200.0,0,presencial,arequipa,0,0
SOL-001326,28,5.6,2452.0,7397.0,824.0,0,digital,lima,1,0
SOL-001327,51,2.7,9639.0,39697.0,6016.0,0,presencial,trujillo,0,0
SOL-001328,53,2.0,4724.0,17428.0,12055.0,1,presencial,lima,1,0
SOL-001329,51,2.2,2417.0,9199.0,1103.0,1,presencial,lima,1,0
SOL-001330,54,9.8,2969.0,7075.0,4207.0,1,presencial,lima,1,0
SOL-001331,52,8.2,1443.0,3801.0,964.0,0,digital,lima,1,0
SOL-001332,47,0.9,3026.0,13488.0,6698.0,1,presencial,trujillo,1,0
SOL-001333,55,5.6,8832.0,19683.0,9765.0,1,presencial,lima,1,0
SOL-001334,37,2.5,2457.0,4097.0,945.0,0,digital,arequipa,1,0
SOL-001335,19,1.4,1337.0,3484.0,216.0,0,digital,lima,1,0
SOL-001336,30,9.4,3352.0,12665.0,10070.0,0,digital,trujillo,1,0
SOL-001337,33,12.3,3121.0,9435.0,4037.0,1,presencial,arequipa,1,0
SOL-001338,46,6.4,5125.0,7869.0,5536.0,1,presencial,lima,0,0
SOL-001339,23,2.3,2362.0,8174.0,1262.0,1,digital,lima,0,0
SOL-001340,50,4.4,8116.0,29870.0,964.0,1,presencial,trujillo,1,0
SOL-001341,54,2.7,2384.0,7792.0,2766.0,1,presencial,lima,1,0
SOL-001342,45,2.8,1462.0,2823.0,1626.0,0,digital,lima,1,1
SOL-001343,61,3.3,6233.0,12418.0,8762.0,1,presencial,trujillo,1,0
SOL-001344,25,11.8,1350.0,3595.0,3222.0,1,presencial,lima,1,0
SOL-001345,19,0.2,2450.0,6151.0,2493.0,0,digital,lima,1,0
SOL-001346,75,9.2,5804.0,9959.0,558.0,1,presencial,lima,0,0
SOL-001347,54,3.1,1223.0,4970.0,1831.0,1,presencial,lima,0,1
SOL-001348,45,8.3,3958.0,16886.0,12221.0,1,presencial,lima,0,0
SOL-001349,43,5.2,1758.0,3245.0,1344.0,0,presencial,lima,0,0
SOL-001350,42,9.2,1467.0,4611.0,1066.0,1,presencial,lima,0,0
SOL-001351,19,0.6,1539.0,4205.0,1014.0,1,digital,lima,0,0
SOL-001352,24,2.2,2436.0,6499.0,2162.0,0,digital,lima,0,0
SOL-001353,42,4.6,2652.0,8484.0,3062.0,1,presencial,trujillo,0,0
SOL-001354,35,5.9,6807.0,19129.0,9480.0,1,presencial,arequipa,0,1
SOL-001355,26,4.2,2797.0,7831.0,1250.0,1,digital,lima,0,0
SOL-001356,71,2.6,2968.0,5477.0,1422.0,0,presencial,lima,1,0
SOL-001357,40,2.1,1937.0,6979.0,8.0,1,presencial,arequipa,1,0
SOL-001358,46,4.8,4301.0,13754.0,412.0,1,presencial,lima,1,0
SOL-001359,35,3.8,7816.0,12299.0,4607.0,0,digital,lima,1,0
SOL-001360,49,4.6,2656.0,6810.0,3116.0,1,presencial,arequipa,1,0
SOL-001361,27,0.2,1976.0,4100.0,1084.0,0,digital,lima,1,1
SOL-001362,57,5.6,2205.0,5753.0,3561.0,0,presencial,arequipa,1,0
SOL-001363,48,7.4,7085.0,12530.0,2896.0,1,presencial,trujillo,1,0
SOL-001364,29,6.4,6198.0,20408.0,2709.0,1,presencial,trujillo,0,0
SOL-001365,42,5.1,3035.0,9720.0,6244.0,0,presencial,lima,1,0
SOL-001366,41,6.1,2803.0,9075.0,3189.0,1,presencial,lima,1,0
SOL-001367,41,3.4,2343.0,5939.0,4282.0,1,presencial,lima,1,0
SOL-001368,49,11.0,3293.0,11981.0,3911.0,1,presencial,arequipa,1,0
SOL-001369,50,4.0,6505.0,26099.0,6055.0,1,presencial,trujillo,0,0
SOL-001370,49,7.6,3911.0,10523.0,4522.0,1,presencial,trujillo,0,0
SOL-001371,47,13.1,7477.0,20505.0,1600.0,1,presencial,lima,1,0
SOL-001372,33,3.3,1842.0,7709.0,68.0,0,digital,trujillo,1,0
SOL-001373,19,9.5,1150.0,3767.0,213.0,1,presencial,lima,1,0
SOL-001374,41,2.4,10385.0,30947.0,954.0,0,digital,trujillo,1,1
SOL-001375,37,7.9,2996.0,11041.0,3339.0,1,digital,lima,0,0
SOL-001376,32,11.8,5738.0,13550.0,12003.0,1,presencial,lima,0,0
SOL-001377,46,3.2,2541.0,3815.0,520.0,0,presencial,lima,1,0
SOL-001378,39,7.3,1319.0,4717.0,1388.0,0,digital,trujillo,0,0
SOL-001379,56,13.4,4148.0,14115.0,11414.0,1,presencial,lima,0,0
SOL-001380,49,6.7,1359.0,3708.0,2367.0,1,presencial,lima,0,0
SOL-001381,47,10.5,3331.0,5137.0,4085.0,1,presencial,lima,1,0
SOL-001382,53,12.0,6513.0,28098.0,5539.0,1,presencial,lima,1,0
SOL-001383,40,9.7,4833.0,17715.0,5502.0,0,presencial,trujillo,1,0
SOL-001384,37,1.8,3059.0,7939.0,2962.0,1,digital,lima,1,1
SOL-001385,25,5.7,6635.0,13424.0,4796.0,0,digital,lima,1,0
SOL-001386,55,7.8,4653.0,14525.0,1206.0,0,presencial,arequipa,1,0
SOL-001387,19,0.2,995.0,1459.0,430.0,0,digital,lima,1,1
SOL-001388,52,5.2,3542.0,9979.0,3774.0,1,presencial,lima,0,0
SOL-001389,32,4.5,7292.0,32552.0,14234.0,0,digital,lima,1,0
SOL-001390,54,7.5,3259.0,12031.0,699.0,0,presencial,lima,0,0
SOL-001391,23,1.2,7063.0,31454.0,27198.0,0,digital,lima,0,1
SOL-001392,33,3.3,4562.0,11987.0,369.0,1,digital,lima,0,0
SOL-001393,44,6.4,3095.0,5169.0,4751.0,1,presencial,lima,0,0
SOL-001394,48,4.3,2182.0,9583.0,2932.0,1,presencial,arequipa,1,0
SOL-001395,20,0.2,3197.0,13051.0,3177.0,1,digital,trujillo,1,0
SOL-001396,50,11.3,7411.0,23299.0,3711.0,1,presencial,trujillo,0,0
SOL-001397,23,16.1,1684.0,3557.0,3335.0,0,presencial,lima,1,0
SOL-001398,25,5.3,2852.0,10524.0,1304.0,1,digital,lima,1,0
SOL-001399,26,7.0,1324.0,1933.0,869.0,1,presencial,trujillo,0,0
SOL-001400,52,5.5,3208.0,13585.0,4247.0,1,presencial,arequipa,1,0
SOL-001401,47,2.1,1619.0,5766.0,4903.0,1,presencial,lima,1,0
SOL-001402,48,1.7,5127.0,9972.0,240.0,1,presencial,lima,1,0
SOL-001403,48,0.2,1873.0,3578.0,523.0,0,digital,lima,1,0
SOL-001404,40,10.8,6990.0,11042.0,5186.0,1,presencial,lima,0,0
SOL-001405,50,15.1,2890.0,10949.0,4632.0,1,presencial,lima,1,0
SOL-001406,44,7.4,2756.0,4951.0,10720.0,1,presencial,lima,1,0
SOL-001407,31,2.7,1157.0,3485.0,3152.0,0,digital,trujillo,1,1
SOL-001408,57,4.9,4691.0,11776.0,5648.0,1,presencial,arequipa,0,1
SOL-001409,55,6.4,3461.0,10736.0,6962.0,0,digital,arequipa,1,0
SOL-001410,27,8.8,4368.0,15523.0,2160.0,1,digital,lima,1,0
SOL-001411,41,3.9,3767.0,7726.0,4352.0,1,digital,arequipa,0,0
SOL-001412,36,2.9,3301.0,6673.0,1237.0,0,digital,arequipa,1,0
SOL-001413,36,1.2,3653.0,8937.0,941.0,0,digital,lima,0,1
SOL-001414,35,2.4,3849.0,16547.0,1656.0,1,digital,arequipa,1,0
SOL-001415,39,7.7,6136.0,17037.0,2136.0,1,presencial,arequipa,1,0
SOL-001416,19,5.1,1211.0,2660.0,4882.0,1,digital,trujillo,1,0
SOL-001417,60,6.3,3010.0,9062.0,687.0,1,presencial,lima,0,0
SOL-001418,35,2.9,1646.0,3225.0,264.0,1,presencial,trujillo,1,0
SOL-001419,29,3.2,3184.0,12010.0,3546.0,0,digital,lima,1,0
SOL-001420,30,7.4,6254.0,14945.0,1455.0,0,digital,lima,1,1
SOL-001421,23,11.1,4270.0,18985.0,8623.0,1,digital,lima,1,1
SOL-001422,46,8.7,2791.0,9357.0,853.0,1,presencial,lima,0,0
SOL-001423,43,10.4,4978.0,16407.0,4018.0,1,presencial,lima,0,0
SOL-001424,35,1.4,4589.0,10558.0,716.0,0,presencial,lima,1,0
SOL-001425,45,11.5,4321.0,8439.0,2194.0,1,presencial,arequipa,1,0
SOL-001426,43,7.3,1944.0,3190.0,1057.0,1,presencial,lima,1,0
SOL-001427,53,6.4,7585.0,30739.0,7218.0,1,presencial,trujillo,0,0
SOL-001428,28,6.8,2074.0,9202.0,2192.0,1,presencial,lima,1,0
SOL-001429,23,12.6,2214.0,4577.0,323.0,1,digital,arequipa,1,0
SOL-001430,51,4.2,6303.0,28235.0,3658.0,1,presencial,trujillo,0,0
SOL-001431,25,5.2,2206.0,7300.0,2459.0,0,digital,trujillo,0,0
SOL-001432,33,5.2,3989.0,15313.0,1111.0,1,presencial,arequipa,1,0
SOL-001433,37,3.0,4073.0,18181.0,4921.0,1,presencial,arequipa,1,0
SOL-001434,42,1.9,3961.0,17521.0,1084.0,1,presencial,lima,0,0
SOL-001435,42,2.9,4064.0,12846.0,2037.0,1,presencial,lima,0,0
SOL-001436,30,1.9,2995.0,9087.0,198.0,1,digital,lima,1,0
SOL-001437,32,5.3,3979.0,13906.0,4044.0,0,presencial,lima,1,0
SOL-001438,52,10.4,2403.0,5001.0,3957.0,1,presencial,lima,1,1
SOL-001439,47,1.4,1197.0,3119.0,1591.0,0,digital,lima,1,0
SOL-001440,19,1.9,4502.0,17853.0,7624.0,1,digital,trujillo,1,1
SOL-001441,26,14.0,6586.0,11462.0,3014.0,1,presencial,trujillo,0,0
SOL-001442,54,4.2,4562.0,12879.0,3355.0,1,presencial,trujillo,1,0
SOL-001443,60,3.8,4542.0,10804.0,5628.0,1,presencial,arequipa,1,0
SOL-001444,20,3.8,2378.0,7623.0,1309.0,1,presencial,lima,0,1
SOL-001445,52,6.1,1077.0,2140.0,192.0,1,presencial,lima,1,0
SOL-001446,61,5.3,3363.0,14383.0,3387.0,0,presencial,arequipa,1,0
SOL-001447,23,2.0,999.0,3850.0,66.0,1,digital,arequipa,0,1
SOL-001448,60,4.4,4213.0,6960.0,7332.0,1,presencial,lima,1,0
SOL-001449,41,9.2,7542.0,18177.0,7992.0,1,presencial,lima,0,0
SOL-001450,46,6.6,2778.0,4261.0,2855.0,0,presencial,lima,1,0
SOL-001451,24,10.4,2004.0,3571.0,832.0,1,digital,lima,1,0
SOL-001452,54,4.7,2269.0,6156.0,4017.0,1,presencial,lima,0,0
SOL-001453,41,7.6,2742.0,6639.0,8160.0,0,digital,lima,1,0
SOL-001454,51,7.8,2633.0,7936.0,6618.0,0,digital,arequipa,1,0
SOL-001455,59,3.4,2253.0,5186.0,8187.0,1,presencial,trujillo,1,1
SOL-001456,43,7.1,6152.0,14948.0,1260.0,1,presencial,lima,1,0
SOL-001457,77,5.8,15603.0,68191.0,8750.0,1,presencial,arequipa,1,0
SOL-001458,58,1.4,7106.0,29221.0,14211.0,1,presencial,trujillo,0,0
SOL-001459,38,0.3,2530.0,3647.0,692.0,1,digital,lima,1,0
SOL-001460,32,6.2,3591.0,11732.0,618.0,0,presencial,arequipa,1,0
SOL-001461,19,0.2,2051.0,3775.0,11462.0,0,digital,lima,1,1
SOL-001462,27,1.3,2899.0,11153.0,1184.0,1,presencial,arequipa,1,0
SOL-001463,33,5.7,6300.0,25146.0,10430.0,0,presencial,lima,1,1
SOL-001464,58,0.8,6444.0,22214.0,16536.0,1,presencial,trujillo,1,0
SOL-001465,48,2.6,2084.0,7267.0,855.0,1,presencial,trujillo,0,0
SOL-001466,25,4.1,3242.0,13096.0,1046.0,1,digital,lima,1,0
SOL-001467,42,5.1,6821.0,11703.0,1551.0,1,presencial,lima,1,0
SOL-001468,40,5.1,3190.0,11464.0,4972.0,0,presencial,lima,0,0
SOL-001469,41,6.3,2400.0,4252.0,1015.0,0,digital,arequipa,1,1
SOL-001470,33,10.0,5497.0,8417.0,3793.0,0,presencial,arequipa,1,0
SOL-001471,36,9.0,3905.0,13198.0,7584.0,0,digital,lima,1,0
SOL-001472,46,14.8,4784.0,10733.0,1592.0,1,presencial,trujillo,0,0
SOL-001473,34,0.9,4369.0,6738.0,11979.0,1,presencial,lima,1,0
SOL-001474,60,3.3,4685.0,7476.0,4986.0,1,presencial,lima,1,0
SOL-001475,40,2.5,3313.0,14700.0,415.0,1,presencial,lima,1,0
SOL-001476,32,15.0,2140.0,4476.0,224.0,1,presencial,lima,0,0
SOL-001477,52,5.8,1704.0,4540.0,1119.0,1,presencial,lima,1,0
SOL-001478,33,3.7,3652.0,8130.0,1570.0,0,digital,lima,1,0
SOL-001479,47,4.1,4049.0,17409.0,6742.0,1,presencial,lima,0,0
SOL-001480,30,3.9,4851.0,7902.0,9630.0,1,presencial,trujillo,0,0
SOL-001481,52,3.9,2487.0,7670.0,6557.0,1,presencial,lima,1,0
SOL-001482,67,4.2,4037.0,11631.0,7085.0,1,presencial,trujillo,1,0
SOL-001483,29,3.9,3987.0,14136.0,5127.0,0,presencial,arequipa,1,1
SOL-001484,47,13.0,7443.0,31147.0,5128.0,1,presencial,arequipa,1,0
SOL-001485,34,18.0,5961.0,8353.0,2634.0,1,presencial,lima,1,0
SOL-001486,73,17.4,2605.0,3781.0,423.0,0,presencial,arequipa,0,0
SOL-001487,46,0.2,3483.0,8950.0,2787.0,1,digital,lima,1,0
SOL-001488,46,3.5,2596.0,6866.0,6809.0,1,presencial,lima,1,0
SOL-001489,19,0.2,689.0,2867.0,751.0,0,digital,lima,1,1
SOL-001490,32,17.8,9391.0,21266.0,40101.0,1,presencial,lima,0,0
SOL-001491,51,7.0,3150.0,12694.0,4755.0,1,presencial,trujillo,1,0
SOL-001492,19,7.4,4600.0,7713.0,5135.0,0,digital,trujillo,0,0
SOL-001493,28,5.0,2714.0,4451.0,11718.0,1,presencial,arequipa,0,0
SOL-001494,32,3.7,1761.0,6533.0,768.0,0,digital,lima,1,1
SOL-001495,44,11.3,2881.0,10845.0,1676.0,1,presencial,trujillo,0,0
SOL-001496,47,5.7,4365.0,7390.0,3809.0,1,presencial,arequipa,1,0
SOL-001497,27,4.3,2936.0,13149.0,4915.0,1,digital,lima,1,0
SOL-001498,53,8.5,4958.0,8178.0,8499.0,0,presencial,lima,1,0
SOL-001499,34,7.9,2957.0,12245.0,1137.0,0,presencial,arequipa,1,0
SOL-001500,39,4.0,2736.0,5475.0,2665.0,1,digital,lima,0,1
SOL-001501,34,2.4,1728.0,2537.0,4738.0,0,digital,lima,0,1
SOL-001502,39,2.2,5752.0,23295.0,866.0,1,digital,arequipa,1,0
SOL-001503,56,10.7,1933.0,3811.0,5222.0,1,presencial,lima,1,1
SOL-001504,38,6.0,2496.0,7591.0,3148.0,0,presencial,lima,1,0
SOL-001505,25,1.6,2150.0,8521.0,2676.0,0,digital,lima,1,0
SOL-001506,24,9.6,13257.0,24918.0,6097.0,1,presencial,arequipa,0,0
SOL-001507,19,3.9,3992.0,14760.0,6345.0,0,digital,trujillo,1,0
SOL-001508,41,1.3,2456.0,7485.0,1015.0,0,presencial,trujillo,0,0
SOL-001509,42,3.3,5870.0,12874.0,1552.0,1,presencial,arequipa,1,0
SOL-001510,20,3.9,3504.0,5357.0,1307.0,0,digital,arequipa,0,0
SOL-001511,33,1.6,4413.0,9775.0,3958.0,1,presencial,arequipa,1,0
SOL-001512,60,6.7,5496.0,14931.0,5269.0,1,presencial,lima,1,0
SOL-001513,53,7.5,3945.0,10023.0,5124.0,1,presencial,lima,0,0
